entry,at,order
"""500 @ gpP9uUffpu"" folds",2026-08-01T01:48:18.265Z,178554889826500
"""HSJ @ FJqZyN7BjN"" bets 50",2026-08-01T01:48:14.433Z,178554889443300
"River: 4♦, 9♠, A♥, 7♥ [9♥]",2026-08-01T01:48:11.852Z,178554889185200
"""HSJ @ FJqZyN7BjN"" calls 20",2026-08-01T01:48:10.893Z,178554889089300
"""500 @ gpP9uUffpu"" bets 20",2026-08-01T01:48:09.979Z,178554888997900
"""HSJ @ FJqZyN7BjN"" checks",2026-08-01T01:48:07.854Z,178554888785400
"Turn: 4♦, 9♠, A♥ [7♥]",2026-08-01T01:48:07.049Z,178554888704900
"""500 @ gpP9uUffpu"" checks",2026-08-01T01:48:06.160Z,178554888616000
"""HSJ @ FJqZyN7BjN"" checks",2026-08-01T01:48:05.224Z,178554888522400
"Flop:  [4♦, 9♠, A♥]",2026-08-01T01:48:03.614Z,178554888361400
"""HSJ @ FJqZyN7BjN"" checks",2026-08-01T01:48:02.684Z,178554888268400
"""500 @ gpP9uUffpu"" calls 5",2026-08-01T01:48:01.728Z,178554888172800
